datetime,open,high,low,close,volume
2025-02-12 12:00:00,95307.7,95621,95270.8,95570.6,139940930.87263
2025-02-12 13:00:00,95570.8,95957.4,95505.5,95899.8,193612908.73652
2025-02-12 14:00:00,95899.8,95965,95688.4,95830.8,81676830.65992
2025-02-12 15:00:00,95830.9,96180,95798.1,96076.2,138929101.04424
2025-02-12 16:00:00,96076.3,96477.2,96051.2,96362.8,175556785.42956
2025-02-12 17:00:00,96362.9,96384,96048.4,96150.9,171511808.35038
2025-02-12 18:00:00,96150.9,96216,95920,95994.1,126894208.69802
2025-02-12 19:00:00,95994.1,96400,95994.1,96115.2,128839034.94801
2025-02-12 20:00:00,96115.2,96365.2,95944.3,95998,160996679.99263
2025-02-12 21:00:00,95998,96678.8,94072.1,94963.9,1966364613.99345
2025-02-12 22:00:00,94963.9,95702.8,94464.6,95638.6,823672362.77537
2025-02-12 23:00:00,95638,95986,94727.8,95806.7,684829745.96053
2025-02-13 00:00:00,95806.7,97112.9,95126.6,96999.4,769455015.38313
2025-02-13 01:00:00,96999.4,97700,96772.2,97370,814795309.71604
2025-02-13 02:00:00,97370,97466.9,96600.9,96910.3,281557649.36624
2025-02-13 03:00:00,96910.3,97280.6,96356,97207.6,240401638.38796
2025-02-13 04:00:00,97207.7,97656,96929.8,97040.7,244107214.5982
2025-02-13 05:00:00,97042,97932.5,96855,97650.1,268649235.36862
2025-02-13 06:00:00,97650,98168,97424.5,97817.9,399831386.9379
2025-02-13 07:00:00,97818,98056.3,97608,97885.8,255191087.52506
2025-02-13 08:00:00,97885.9,97887,97550,97840,134213300.94459
2025-02-13 09:00:00,97839.9,98100,97761.8,97999.9,178529852.91278
2025-02-13 10:00:00,97999.9,98000,97380,97488.6,160358877.02296
2025-02-13 11:00:00,97488.5,97650,97463,97508.6,97958495.8815
2025-02-13 12:00:00,97508.6,97569.4,96780,96951.6,251944518.75478
2025-02-13 13:00:00,96951.6,96951.6,96524.9,96679,262421635.58662
2025-02-13 14:00:00,96679,96776,95794.4,96056.2,475521016.3619
2025-02-13 15:00:00,96056.3,96242.2,95902.2,96074.8,222754231.17189
2025-02-13 16:00:00,96074.9,96191.8,95715,95950.1,228369501.73937
2025-02-13 17:00:00,95950,96314,95792.7,96266.6,203436823.74639
2025-02-13 18:00:00,96266.6,96360.6,96109,96172.9,99822733.15878
2025-02-13 19:00:00,96172.8,96294.4,95540.2,95935.2,333583097.74369
2025-02-13 20:00:00,95935.1,96080.5,95687.7,95821.7,304968232.65226
2025-02-13 21:00:00,95821.8,96332.2,95667.7,96076,431303791.82492
2025-02-13 22:00:00,96076,96107.9,95321,95870.1,467509604.247
